year,demo_level,demo_var,n_cert,prop_garbage,prop_light,pct_acc_miss,pct_overd_miss,z_prop_garbage,z_prop_light,z_pct_acc_miss,z_pct_overd_miss,overall_z_score
1999,<1,age_group,5492,0.1163510560815732,0.37527312454479245,0.01711580480699199,1.820830298616169e-4,-2.231008302379946,-0.29210776047198617,-0.3670321679378124,-0.574012003560575,-0.86604005858758
1999,1-4,age_group,1055,0.2919431279620853,0.4312796208530806,0.052132701421800945,0,0.9112899479638723,0.08102802043573856,1.7705562753283361,-0.6067921315566158,0.5390205280428328
1999,5-14,age_group,1519,0.2455562870309414,0.3673469387755102,0.032916392363396975,6.583278472679394e-4,0.08117679116884903,-0.344914911634612,0.5975065725713166,-0.48827438109298454,-0.038626482246857746
1999,15-24,age_group,6197,0.25496207842504437,0.1971921897692432,0.03130547038889785,0.007907051799257705,0.24949761297053608,-1.4785481386825188,0.4991686691993619,0.8167022503634321,0.021705098462702827
1999,25-44,age_group,26022,0.23703020521097534,0.39900853124279456,0.03028206901852279,0.015371608638844054,-0.07140123640519092,-0.13397379214319388,0.4366956589209092,2.1605349448288407,0.5979638938003413
1999,45-64,age_group,79169,0.22271343581452335,0.5825007262943829,0.00893026310803471,0.0027536030516995286,-0.3276061945405468,1.0885183829460516,-0.866714350800484,-0.11106520657300133,-0.054216842241995133
1999,65+,age_group,360258,0.288418300218177,0.6783055476908216,0.00386944911702169,9.160101926952351e-5,0.8482115872279525,1.7268051747087254,-1.1756491379036351,-0.5903013408524803,0.20226657079514063
1999,NA,age_group,118,0.2711864406779661,0.3220338983050847,0.00847457627118644,0,0.5398397939944756,-0.6468069751582043,-0.8945315193779936,-0.6067921315566158,-0.4020727080245845
1999,<HS,educ,69676,0.26805499741661404,0.6104110454101843,0.00891268155462426,0.0019231873241862334,0.3488514198688107,0.29386167865260876,1.0080681980568165,0.8097222553673186,0.6151258879863887
1999,Associate Degree,educ,39878,0.26545965193841214,0.6239530568233111,0.006921109383620041,0.0015798184462610964,0.32366088013844435,0.3505811663850311,0.30729367986697076,0.3411752750483866,0.3306777503597082
1999,Bachelor,educ,47812,0.26767338743411695,0.6369321509244541,0.006169999163389944,0.0011085083242700577,0.3451474962461809,0.4049429259633856,0.043000519743224386,-0.3019550394607674,0.12278397562300589
1999,HS,educ,183690,0.2625292612553759,0.6380260221024552,0.006554521204202733,0.0015950786651423594,0.2952183766079847,0.40952450627436815,0.1783022937924599,0.3619987390705995,0.31126097893635307
1999,Post-Bachelor,educ,113208,0.2968076461027489,0.6573828704685182,0.006103808918097661,9.098296940145573e-4,0.6279259188766079,0.4905989116889892,0.019710157521413172,-0.5730636874623848,0.14129282515615635
1999,Some College,educ,25546,0.26426837861113284,0.6150473655366789,0.007672434040554294,0.002192124011586941,0.31209832774124063,0.31328048539526054,0.5716622938357873,1.176702144575715,0.5934358128870009
1999,Unknown,educ,20,0,0,0,0,-2.25290241947927,-2.262789674359643,-2.1280371428166722,-1.8145796871388675,-2.1145772309486133
1999,female,sex,243998,0.29466225132992896,0.6487635144550365,0.005082008868925155,0.0011393536012590268,0.7149995607460568,0.6121185805349878,0.11487750660780764,0.17613227897529946,0.40453198171603794
1999,male,sex,235812,0.24909673807948704,0.6229581191796855,0.008663681237596052,0.0017980425084389259,0.4277273976459889,0.5418694405365011,0.9376001247589988,0.9002319254842623,0.7018572221064378
1999,NA,sex,20,0,0,0,0,-1.1427269583920456,-1.1539880210714888,-1.0524776313668063,-1.0763642044595616,-1.1063892038224754
1999,Black,race,57077,0.293620898085043,0.6083361073637367,0.006745273928202253,0.001296494209576537,0.4435132109930236,-0.4839020984858534,-0.2896966220914078,-0.3123088685917647,-0.16059859454400058
1999,Hispanic,race,1582,0.24652338811630847,0.6997471554993678,0.0050568900126422255,0.0018963337547408343,-1.110072871009164,1.3618756086719894,-0.774970930971664,1.2839697178697924,0.19020038114023843
1999,Native American,race,2311,0.32540025962786673,0.5659887494591086,0.013846819558632626,8.654262224145391e-4,1.491805866392893,-1.3389826469707737,1.7514254331643824,-1.4594566396299498,0.11119800323913798
1999,Other,race,5249,0.2661459325585826,0.6475519146504096,0.006286911792722423,0.0015240998285387694,-0.46279211329556086,0.3079459804306004,-0.42143879664184086,0.2933897363713767,-0.07072379828385615
1999,White,race,413611,0.2691877150269214,0.6398814344879609,0.0068300891417297895,0.001486904361827901,-0.36245409308118975,0.1530631563540463,-0.26531908345947025,0.19440605398054653,-0.07007599155151678
1999,divorced,marstat,49193,0.2514382127538471,0.6034191856564959,0.01061126583050434,0.004167259569450938,0.26635002750319,0.4244793689662359,0.2694397589019373,0.4423769686626001,0.35066153100849085
1999,married,marstat,190695,0.23986994939563178,0.6374105246597971,0.0058680091245182095,0.00112221086027426,0.16262822219297327,0.5601598752040027,-0.43696065436889137,-0.5927148405521274,-0.07672184938101072
1999,not_stated,marstat,2005,0.25885286783042394,0.541645885286783,0.01596009975062344,0.007481296758104738,0.3328303095023854,0.17790383202353793,1.0660271514671935,1.5689050071372443,0.7864165750325902
1999,single_never_married,marstat,55043,0.2667732500045419,0.5207564994640553,0.016550696728012643,0.004233054157658558,0.40384497370978045,0.09452134323283569,1.1539831645536704,0.46474227242247895,0.5292729384796914
1999,unknown,marstat,20,0,0,0,0,-1.9880614207184377,-1.9841406790849163,-1.3108674082254423,-0.974183703818939,-1.564313302961934
1999,widowed,marstat,182874,0.31345625950107725,0.6792272274899658,0.003822303881360937,1.9138860636285093e-4,0.8224078878101077,0.7270762596583049,-0.7416220123284671,-0.9091257038512564,-0.025315892177827704
2000,<1,age_group,5642,0.12336051045728465,0.38053881602268697,0.022155264090747962,0,-1.5382359250832924,-0.42643900143422225,-0.14981295101166286,-0.689929804299513,-0.7011044204571727
2000,1-4,age_group,998,0.28857715430861725,0.4188376753507014,0.06012024048096192,0.001002004008016032,0.22078057241808174,-0.16596321295008493,1.72381785819705,-0.5377111642463194,0.31023101335468184
2000,5-14,age_group,1529,0.26357096141268804,0.3695225637671681,0.03727926749509483,0.001962066710268149,-0.04545353583085145,-0.5013620420350037,0.5965802100352116,-0.39186400422151324,-0.0855248430130392
2000,15-24,age_group,6219,0.2506833896124779,0.20292651551696414,0.03601865251648175,0.013024602026049204,-0.18266399405624598,-1.6344045865833667,0.5343668943148765,1.2886922289244884,0.001497635649938045
2000,25-44,age_group,25974,0.24867174867174868,0.38538538538538536,0.032417032417032414,0.016786016786016787,-0.20408138590797678,-0.3934768193133435,0.3566213239756558,1.8601045534838871,0.40479191805955567
2000,45-64,age_group,80354,0.22058640515717948,0.5737362172387187,0.009582597008238545,0.003472135799089031,-0.5030983700840658,0.8875229884995673,-0.7702936845591731,-0.1624630624610067,-0.13708303215116957
2000,65+,age_group,361399,0.28659736191854435,0.6756465845229234,0.003954078456221517,8.577776916925614e-5,0.19970226338948555,1.5806293561256204,-1.048069855440192,-0.6768989428805116,0.013840705298600625
2000,NA,age_group,89,0.4606741573033708,0.5393258426966292,0,0,2.053050375154867,0.6534933176908327,-1.2432097955117656,-0.689929804299513,0.19335102325860531
2000,<HS,educ,69968,0.2679653555911274,0.6058626800823234,0.009818774296821405,0.00228675966155957,-0.13973413983467972,-1.0512382116577095,1.8374373149459775,0.710582713749309,0.33926191930072436
2000,Associate Degree,educ,40470,0.2632567333827527,0.6174450210032123,0.007363479120336051,0.0024215468248085003,-0.54645881993191,-0.4320011044298078,-0.07942208262316824,0.9185684234672283,-0.034828395879414414
2000,Bachelor,educ,47861,0.2676082823175446,0.6316416288836422,0.006748709805478364,0.0011909487892020642,-0.17057766614497347,0.3270049079447192,-0.5593751040798256,-0.9803275814912636,-0.34581886094283587
2000,HS,educ,186437,0.2632471022382896,0.6342142385899795,0.007090867156197536,0.0019363109254064376,-0.5472907457007139,0.46454665390607713,-0.29225140365686814,0.16981660997766151,-0.05129472136846085
2000,Post-Bachelor,educ,111361,0.2927326442830075,0.6554538842144018,0.006070347787825181,8.620612243065346e-4,1.9996321385140337,1.6001009261251304,-1.088975219351435,-1.4878233396434244,0.25573362641107605
2000,Some College,educ,26107,0.2626881679243115,0.6085341096257708,0.007699084536714291,0.002259930286896235,-0.5955707669017757,-0.9084131718884093,0.18258649476531633,0.6691831739404914,-0.1630535675210943
2000,female,sex,245699,0.29335487730922793,0.6436574833434405,0.005457897671541195,0.0014163671809816075,0.7071067811865479,0.7071067811865442,-0.7071067811865477,-0.7071067811865472,-6.661338147750939e-16
2000,male,sex,236505,0.2480708653094015,0.6197923933954884,0.009158368744846832,0.002042240121773324,-0.707106781186547,-0.7071067811865508,0.7071067811865474,0.7071067811865478,-6.661338147750939e-16
2000,Black,race,57363,0.2928542788905741,0.6023743528058156,0.006450150794065862,0.0012028659588933634,1.0434340905434913,-0.5252935266352133,-0.5649458425653119,-0.24811163087733254,-0.07372922738359161
2000,Hispanic,race,1657,0.2456246228123114,0.7060953530476766,0.006638503319251659,0,-1.525838839223348,1.4136908509440975,-0.5297391067197853,-1.077502492778046,-0.42984739694427043
2000,Native American,race,2318,0.28645383951682485,0.5621225194132873,0.01898188093183779,0.003882657463330457,0.6952529478661419,-1.2777706135804117,1.7774772930562803,1.599637546116651,0.6986492933646654
2000,Other,race,5390,0.2753246753246753,0.6458256029684601,0.00797773654916512,9.276437847866419e-4,0.08983121363969891,0.28699419769445494,-0.27941047154696685,-0.4378807024092656,-0.08511644065551964
2000,White,race,415476,0.2681093492764925,0.6359500909799845,0.007314501920688559,0.0018003446649144596,-0.30267941282598426,0.10237909157707868,-0.40338187222421645,0.16385727994799326,-0.10995622838128219
2000,divorced,marstat,50692,0.24962518740629686,0.6042570819853231,0.010218574923064784,0.004339935295510139,-0.7254307153449443,0.13424410103480225,-0.11673280016238978,0.4452107323697827,-0.06567717052568728
2000,married,marstat,189601,0.2382582370346148,0.6326865364634153,0.0065453241280372994,0.0014556885248495524,-1.1108848456178975,0.5819806272927095,-0.7234164512709294,-0.7775668170314015,-0.5074718716568797
2000,not_stated,marstat,1947,0.28762198253723675,0.5511042629686698,0.015921931176168466,0.005136106831022085,0.5630434260433166,-0.7028616044464886,0.8252483463168209,0.7827479670472794,0.36704453374023205
2000,single_never_married,marstat,55877,0.26780249476528806,0.515632550065322,0.018111208547345062,0.005386831791255794,-0.10903687445872855,-1.2615069181650964,1.18683508867395,0.8890429122533955,0.17633355207588017
2000,widowed,marstat,184087,0.3117819291965212,0.6749851972165335,0.0038297109518868797,1.3037313878763845e-4,1.3823090093782573,1.2481437942840767,-1.1719341835574522,-1.3394347946390557,0.029770956366456547
2001,<1,age_group,5414,0.13003324713705208,0.3908385666789804,0.022349464351680826,1.847063169560399e-4,-1.8850980606847838,-0.2949030423768075,-0.2854637811120238,-0.7603086064735162,-0.8064433726617828
2001,1-4,age_group,1046,0.30019120458891013,0.41778202676864246,0.05640535372848948,9.560229445506692e-4,0.6759069335390993,-0.10130443719743686,1.7671980922591783,-0.6552965922570075,0.42162599908595827
2001,5-14,age_group,1444,0.25415512465373963,0.37119113573407203,0.036011080332409975,0,-0.0169706279573593,-0.43607701237302643,0.5379673130522038,-0.7854557142735317,-0.17513401038792842
2001,15-24,age_group,6478,0.24853349799320779,0.20700833590614387,0.03179993825254708,0.011732016054337758,-0.10158032925421139,-1.6157904172347335,0.2841477550003713,0.8118165246621892,-0.1553516167065961
2001,25-44,age_group,26940,0.23897550111358576,0.3810690423162584,0.03608017817371938,0.019970304380103936,-0.24543535731197216,-0.3651006444514783,0.5421320700731921,1.9334301653313277,0.46625655841026736
2001,45-64,age_group,82877,0.22331889426499513,0.567069271329802,0.010557814592709679,0.003499161407869493,-0.4810790435215037,0.9713789606264916,-0.9961857833061406,-0.30905733990558376,-0.20373580152668413
2001,65+,age_group,360514,0.28783070837748326,0.6734856343997736,0.004063642466034606,1.026312431694747e-4,0.4898721867509234,1.7360194110381602,-1.3876111657427415,-0.771482835716018,0.016699399082581
2001,NA,age_group,103,0.3592233009708738,0.44660194174757284,0.019417475728155338,0.009708737864077669,1.5643842984398126,0.10577718196883262,-0.4621845002240395,0.5363543986321402,0.4360828447041865
2001,<HS,educ,69844,0.27010194146956074,0.6070385430387721,0.010065288356909684,0.0021476433193975144,-0.02758171144690851,-0.786297118609974,1.6398298035935863,0.18403897879398717,0.25249748808267275
2001,Associate Degree,educ,41645,0.2605114659623004,0.6129187177332213,0.007804058110217313,0.0024492736222835876,-0.8197008754169232,-0.46467169180588025,-0.10469140938261311,0.6486137115548904,-0.1851125662626315
2001,Bachelor,educ,49140,0.26776556776556776,0.6228937728937729,0.006654456654456654,0.0012617012617012616,-0.22055299673171094,0.08092967892131304,-0.9915998208441844,-1.1804999642688352,-0.5779307757308544
2001,HS,educ,189934,0.26388640264512936,0.6304295176219108,0.007544726062737582,0.0022112944496509314,-0.5409501480280274,0.4931091192297797,-0.3047640285662218,0.2820752388927599,-0.01763245461792741
2001,Post-Bachelor,educ,107623,0.2942214954052572,0.6524255967590571,0.006782936732854502,0.0012450870167157579,1.9645573523992983,1.6962193511723123,-0.89247845868403,-1.2060894304143501,0.3905522036183076
2001,Some College,educ,26630,0.2661284265865565,0.6027788208787083,0.008787082238077356,0.002853924145700338,-0.3557716207756961,-1.019289338907563,0.6537039138834557,1.271861465441545,0.13762610491043542
2001,female,sex,247074,0.29318746610327273,0.6424472020528262,0.005524660627989995,0.001521811279211896,0.7071067811865483,0.7071067811865475,-0.7071067811865474,-0.7071067811865474,2.7755575615628914e-16
2001,male,sex,237742,0.24945529187101984,0.6133034970682505,0.010040295782823398,0.0023891445348318764,-0.7071067811865466,-0.7071067811865475,0.7071067811865477,0.7071067811865477,3.3306690738754696e-16
2001,Black,race,57628,0.2922190601790796,0.5985458457694176,0.0066981328520857916,0.0015270354688692997,0.8818592361175172,-0.4516875805746473,-0.44193598664281203,0.11004494620717736,0.024570153776808795
2001,Hispanic,race,1651,0.27437916414294367,0.7019987886129618,0.0060569351907934586,0,-0.49358149239050914,1.3063808002399009,-0.5962155750435335,-1.1963148028198702,-0.24493276750350298
2001,Native American,race,2396,0.29716193656093487,0.5438230383973289,0.015859766277128547,0.002921535893155259,1.2629507782326173,-1.3816411875568186,1.762459193222747,1.3030226218581673,0.7366978514391782
2001,Other,race,5811,0.2713818619858888,0.6491137497848907,0.00619514713474445,5.162622612287042e-4,-0.724670925541216,0.40765803773335774,-0.5629601795359369,-0.7546588938642997,-0.40865799030202377
2001,White,race,417330,0.2687633287805813,0.6321448254379028,0.007864280066134714,0.002027172740996334,-0.9265575964184048,0.1192899301582035,-0.16134745200046496,0.5379061286188259,-0.10767724741046011
2001,divorced,marstat,52536,0.24921958276229633,0.5955725597685396,0.012086949901020253,0.005177402162326785,-0.6703842921927106,-0.012530396969218649,0.04184033597981771,0.3645054405918081,-0.06914222814757584
2001,married,marstat,189211,0.24001775795276173,0.6283567023058914,0.007050330054806539,0.001543250656674295,-1.0032109586063862,0.5216785430842943,-0.7449832744496169,-0.8175489054643802,-0.5110161488590222
2001,not_stated,marstat,1960,0.2693877551020408,0.573469387755102,0.017857142857142856,0.007653061224489796,0.05909118755543709,-0.3726957445809845,0.9432631539087752,1.1697452742177767,0.44985096777525113
2001,single_never_married,marstat,56845,0.26832615005717303,0.5100536546749934,0.018242589497757058,0.005682118040284985,0.020693318062727218,-1.4060383587074385,1.0034778468290584,0.5286707474415948,0.036700888406485443
2001,widowed,marstat,184264,0.31181891199583206,0.6742554161420571,0.003858594190943429,2.279338340641688e-4,1.5938107451809256,1.2695859571733457,-1.2435980622680345,-1.2453725567867995,0.09360652082485937
2002,<1,age_group,5571,0.11865015257583916,0.3717465446059953,0.02207862143241788,0,-1.7669793928660094,-0.42948160839462807,-0.15655094729373387,-0.6415051224990408,-0.748629267763353
2002,1-4,age_group,953,0.30325288562434416,0.47639034627492133,0.053515215110178385,0,0.6478237771254713,0.30230526043826433,1.5026725745779597,-0.6415051224990408,0.4528241224106637
2002,5-14,age_group,1390,0.23453237410071942,0.3841726618705036,0.03525179856115108,0.0028776978417266188,-0.2511147506539743,-0.3425842547079348,0.5387293866324899,-0.29703134949855414,-0.08800024205699333
2002,15-24,age_group,6756,0.23475429248075785,0.1921255180580225,0.036708111308466546,0.013173475429248075,-0.2482118185101941,-1.685593356035036,0.6155935784185368,0.9354209601641548,-0.0956976589906346
2002,25-44,age_group,26673,0.23941813819217936,0.3786975593296592,0.038315899973756236,0.022832077381621865,-0.18720367836888524,-0.38087231459302673,0.700452669673534,2.0916003922784676,0.5559942672475224
2002,45-64,age_group,85083,0.22596758459386718,0.5627328608535195,0.010084270653362011,0.0038903188651081885,-0.3631514497315672,0.9061089963779659,-0.7896128224506642,-0.17581591836956167,-0.10561779854345679
2002,65+,age_group,363770,0.28784121835225557,0.6723424141627952,0.004403881573521731,9.896363086565687e-5,0.4462225203677243,1.672621972121521,-1.0894237775199387,-0.629658717077384,0.09994049947298062
2002,NA,age_group,96,0.3854166666666667,0.4270833333333333,0,0,1.7226147926374336,-0.04250469520712787,-1.321860662038183,-0.6415051224990408,-0.07081392177672954
2002,<HS,educ,69936,0.2699039121482498,0.6018359643102265,0.010595401509951956,0.0026595744680851063,0.02724493332093458,-1.057077387706645,1.6230016697984369,0.7876331249427011,0.34520058508885687
2002,Associate Degree,educ,43165,0.2597938144329897,0.6162168423491254,0.008293756515695586,0.002571527858218464,-0.842727442773817,-0.2462989978766257,-0.08407025107234754,0.6326022288226774,-0.13512361572502818
2002,Bachelor,educ,49445,0.26522398624734556,0.6269390231570432,0.008271817170593589,0.0016988573162099302,-0.37546198115445223,0.35820598905082535,-0.1003421088433651,-0.9039804556218982,-0.25539463914222255
2002,HS,educ,193871,0.266445213569848,0.6278350036880194,0.007752577744995383,0.0024707150631089747,-0.2703755551443785,0.4087204048089554,-0.48544886764399764,0.45509286202410726,0.026997211011171626
2002,Post-Bachelor,educ,106630,0.2923286129607052,0.648410391071931,0.0065366219638000565,0.0013035731032542436,1.956887039507423,1.568738548912065,-1.3872925387048682,-1.5999898289462824,0.13458580519208435
2002,Some College,educ,27245,0.2638282253624518,0.6022756469076895,0.008992475683611672,0.002569278766746192,-0.4955669937556956,-1.0322885571885687,0.4341520964661418,0.6286420687786926,-0.11626534642485745
2002,female,sex,249686,0.2925394295234815,0.6404764384066387,0.005919434810121513,0.0017542032793188245,0.7071067811865476,0.7071067811865475,-0.7071067811865472,-0.7071067811865474,8.326672684688674e-17
2002,male,sex,240606,0.25010182622212246,0.6111152672834427,0.010286526520535648,0.0026225447411951488,-0.7071067811865476,-0.7071067811865475,0.7071067811865478,0.7071067811865477,1.3877787807814457e-16
2002,Black,race,58015,0.2923898991640093,0.596690511074722,0.006739636300956649,0.0015340860122382142,0.9677870435991884,-0.660131032485381,-0.4499122159748842,0.023105209191965057,-0.029787748917277913
2002,Hispanic,race,1702,0.23149236192714454,0.6950646298472385,0.005875440658049354,0,-1.6529520219158242,1.4525946179591562,-0.7247035423470554,-1.3211694313982045,-0.561557594425482
2002,Native American,race,2435,0.28254620123203283,0.573305954825462,0.013552361396303902,0.002874743326488706,0.5441613127405154,-1.1623480020352779,1.7163539304980062,1.1978839470798464,0.5740127970707725
2002,Other,race,5975,0.27414225941422593,0.6421757322175732,0.006359832635983264,8.368200836820083e-4,0.18249580662035847,0.31672949367458897,-0.5706797224019491,-0.5878885017396206,-0.16483573096165555
2002,White,race,422165,0.2689375007402319,0.6299030000118437,0.008245591178804496,0.002292942332974074,-0.041492141044246506,0.0531549228869183,0.028941550225882257,0.6880687768660133,0.18216827723364185
2002,divorced,marstat,55103,0.25122044171823676,0.5975718200460955,0.011396838647623541,0.005353610511224434,-0.5018627036430338,0.10549422973152206,0.12539989637046653,0.7222842921739855,0.11282892865823507
2002,married,marstat,189681,0.24179016348500904,0.6275483575054961,0.007133028611194585,0.001792483169110243,-0.8502358419122727,0.5691425500608324,-0.6071777873785709,-0.6530065119660143,-0.38531939779900637
